type,floor,rent,spc1,spc2,lat,lng,toilet,station,parking,internet,gas,washing_machine,air_conditioner,refrigerator,elevator,microwave,breakfast,heating,move_in_date,sink,introduce
VL,B1,30,32,29.83,37.647145,127.015733,1,0,0,1,1,1,1,1,1,1,1,0,1,1,올수리 4.19역 도보3분 방2 테라스 잘빠진 구조 알토란 빌라
OR,B1,30,26.44,26,37.637054,127.016841,1,1,1,1,1,1,1,1,1,1,1,0,1,1,화계역도보 입지조건 좋은 귀한 풀옵션 원룸 저렴한 반지층월세
OR,B1,28,24,15,37.641622,127.0275,1,1,0,1,1,1,1,1,1,1,0,0,1,1,성원 역5분 즉시입주가 보증금조절 깔끔
OR,B1,30,16.5,16,37.639406,127.029864,1,1,1,1,1,1,1,1,1,1,0,0,1,1,수유역인근 풀옵션 원룸
OR,B1,28,19,19,37.616096,127.033089,1,1,0,1,1,1,1,1,1,1,0,0,1,1,미아사거리역세권도보6분거리  풀옵션 융자없는집 살짝 반지하임 밝은집
DDDGG,B1,29,13.42,13,37.613831,127.037474,1,0,1,1,1,1,1,1,1,1,1,0,1,1,"오픈형 원룸｜에어컨, 냉장고, 세탁기, 인덕션｜빠른 입주 가능"
OR,B1,28,19,19,37.616527,127.028155,1,1,0,1,1,1,1,1,1,1,0,0,1,1,급월세 즉시입주 가능한 가성비좋은 미사역 5분거리 반지하이지만밝은집
OR,B1,28,18,18,37.616096,127.033089,1,1,0,1,1,1,1,1,1,1,0,0,1,1,가격내립니다 큰방 창문넓은집이며 살짝반지하 입니다
OR,B1,30,18,14.88,37.624631,127.024153,0,1,0,1,1,0,1,1,0,0,1,1,0,0,
VL,3,30,16.53,16,37.621886,127.023095,1,1,0,1,1,1,1,1,1,1,0,0,1,1,미아역 도보5분 옥탑방 원룸
OR,1,30,23,19.9,37.458377,126.901728,1,0,0,1,1,1,1,1,1,1,0,0,1,1,빌라형 신축  풀옵션 원룸 즉시입주
DDDGG,1,30,19,19,37.458377,126.901728,1,0,0,1,1,1,1,1,1,1,1,0,1,1,빌라형   풀옵션원룸  즉시입주
OR,2,29,18,16.5,37.472158,126.892652,1,0,1,1,1,1,1,1,1,1,1,0,1,1,2층 풀옵션 원룸
DDDGG,B1,30,33,33,37.592122,127.08838,1,1,1,1,1,1,1,1,1,1,1,0,1,1,면목역 거실 넓고 공간 넓은 1.5룸 베란다도 있어요
DDDGG,B1,30,38,38,37.575156,127.085981,1,1,1,1,1,1,1,1,1,1,0,0,1,1,가격저렴 내부 깨끗하고 하시입주가능
DDDGG,5,22,33,33,37.586073,127.083047,1,0,1,1,1,1,1,1,1,1,1,0,1,1,에어컨협의 옥탑층
DDDGG,B1,25,23,23,37.57325,127.082557,1,0,1,1,1,1,1,1,1,1,1,0,1,1,가격저렴 올수리 하시입주가능
OR,B1,30,23,16.5,37.58584,127.088795,1,1,0,1,1,1,1,1,1,1,0,0,1,1,면목역 초저렴. 교통편리한 풀옵션 원룸.
DDDGG,B1,30,38,38,37.57325,127.082557,1,0,1,1,1,1,1,1,1,1,1,0,1,1,올수리 가격저렴 하시 입주가능
OR,B1,27,19,16.52,37.608499,127.077478,1,1,1,1,1,1,1,1,1,1,1,0,1,1,"먹골역2분, 깔끔한 풀옵션  원룸,주차x ,애완x, 가성비최고"
OR,4,40,19,16,37.481065,126.898379,1,0,1,1,1,1,1,1,1,1,1,0,1,1,저렴한금액으로 구디역 거주하기 딱좋은 원룸이에요 
OR,6,40,21,15,37.48039,126.897292,1,0,0,1,1,1,1,1,1,1,1,0,1,1,구디역 혼자살기 너무좋은위치 원룸이에요
OR,3,40,23,20,37.482056,126.899173,1,0,1,1,1,1,1,1,1,1,0,0,1,1,구디역 넓은방 2호선 도보6분 큰대로변 가성비 원룸
OR,2,35,26,23.14,37.481022,126.897871,1,0,1,1,1,1,1,1,1,1,0,0,1,1,깔끔하고 넓은 방O월세 저렴한 방O보증금 조절 가능O2호선 도보 8분
OR,3,40,26,23.14,37.482056,126.899173,1,0,1,1,1,1,1,1,1,1,0,0,1,1,넓고 큰방 O 2호선 도보 5분 O 편의점 30초 O 주차가능
OR,2,40,26,23.14,37.479877,126.897557,1,0,1,1,1,1,1,1,1,1,0,0,1,1,넓고 큰방 O 2호선 도보 10분 O 주차가능O 편의점 30초 O
OR,4,35,26,23.14,37.480512,126.896322,1,0,1,1,1,1,1,1,1,1,0,0,1,1,오픈형 넓은 방 O보증금 조절가능 O회사단지 앞 O구디역 2호선 10분
OR,5,40,26,23.36,37.48201,126.900138,1,1,0,1,1,1,1,1,1,1,0,0,1,1,2호선 도보 5분 O넓고 큰방 찾으시는 분 O수납공간 많은 풀옵션
OR,5,40,26,23.14,37.482056,126.899173,1,0,1,1,1,1,1,1,1,1,1,0,1,1,넓고 큰방 O구디 도보 6분 O편의점 20초 O채광 좋은 방 O주차가능
OR,1,40,26,23.16,37.479975,126.8964,1,0,1,1,1,1,1,1,1,1,1,0,1,1,넓고 큰방 O 넓은 책상 O 2호선 도보 9분 O 편의점 10초 O주차
OR,1,40,26,23.14,37.48201,126.900138,1,1,0,1,1,1,1,1,1,1,0,0,1,1,역세권 넓고 큰방 찾으시는 분 O 보증금 업 월세 다운 가능한 방입니당
OR,5,40,23,20,37.483575,126.900685,1,1,0,1,1,1,1,1,1,1,0,0,1,1,구디단지 2호선 도보5분 넓고 채광좋은 분리형원룸
VL,3,35,20,15,37.480985,126.896997,1,0,1,1,1,1,1,1,1,1,0,0,1,1,구로디지털단지역 도보 10분 원룸입니다.
OR,5,40,26,23.15,37.481798,126.899774,1,1,0,1,1,1,1,1,1,1,0,0,1,1,넓고 큰방 O 2호선 도보 5분 O대출 없어요 O 보증금 조절 가능
OR,3,40,23,21,37.48201,126.900138,1,1,0,1,1,1,1,1,1,1,1,0,1,1,"넓고,큰방 구디역 2호선 역세권 분리형원룸"
OR,4,40,26,23.14,37.482056,126.899173,1,0,1,1,1,1,1,1,1,1,0,0,1,1,넓고 큰방 O 2호선 도보 7분O  편의점 30초O 보증금 조절 가능
OR,6,40,29,23.14,37.48201,126.900138,1,1,1,1,1,1,1,1,1,1,0,0,1,1,"2호선 도보 5분,O넓고 큰방O, 수납공간 많은 O주차가능"
OR,4,40,21,20,37.480163,126.893573,1,0,1,1,1,1,1,1,1,1,1,0,1,1,"가산디지털,구로디지털, 역세권, 신축급, 깔끔한 원룸"
OR,3,40,29,23.14,37.48201,126.900138,1,1,0,1,1,1,1,1,1,1,1,0,1,1,2호선 도보 5분 거리 O넓고 큰방 찾으시는 분 O수납공간 많은O 풀옵션
OR,3,40,26,23.14,37.480946,126.897814,1,0,1,1,1,1,1,1,1,1,0,0,1,1,넓고 큰방 O2호선 도보 8분 O주차가능 O보증금 월세 저렴한O 
OR,4,40,23,20,37.480599,126.898125,1,0,0,1,1,1,1,1,1,1,0,0,1,1,구디역 화이트톤 올리모델링 깔끔한 분리형원룸
OR,6,40,20,20,37.480568,126.896994,1,0,0,1,1,1,1,1,1,1,0,0,1,1,구디역 도보10분 밑에 G25편의점 깔끔한 오피스텔
OR,4,40,26,23.14,37.48142,126.898819,1,0,1,1,1,1,1,1,1,1,0,0,1,1,넓고 큰방 O 2호선 도보 7분 O 편의점 30초 O 주차가능
OPST,10,32,49,30.38,37.496811,126.891157,1,0,0,1,1,1,1,1,1,1,0,1,1,1,개별 냉난방기 설치 완료 24시간 사용
OR,4,40,19,16.52,37.480308,126.898642,1,0,1,1,1,1,1,1,1,1,1,0,1,1,구로디지털단지 역세권 화이트톤 가성비 꿀방
OR,1,40,26,23.14,37.480749,126.899241,1,0,1,1,1,1,1,1,1,1,0,0,1,1,복층O 2호선 도보 5분 O 주차가능O 고양이 가능O 보증금 조절 가능
OR,5,40,26,23.15,37.481798,126.899774,1,1,1,1,1,1,1,1,1,1,0,0,1,1,넓고 큰방O 2호선 도보 5분 O 수납공간O보증금 조절 가능O 주차가능
OPST,11,35,52,31.9,37.496811,126.891157,1,0,0,1,1,1,1,1,1,1,0,0,1,1,2호선 역세권 특수리된 사무실오피스텔
OR,4,40,23,21.48,37.48201,126.900138,1,1,0,1,1,1,1,1,1,1,0,0,1,1,구로디지털역세권편의점20초세탁방좋은방
OR,6,40,26,23.14,37.481555,126.898231,1,0,1,1,1,1,1,1,1,1,1,0,1,1,넓고 큰방O 2호선 도보 6분 O편의점 20초 O주차가능 O분리형 원룸
OPST,6,35,14.8,14,37.480258,126.896788,1,0,1,1,1,1,1,1,1,1,1,0,1,1,"옥탑 원룸, 주차가능 풀옵션"
OR,4,29,26,23.14,37.480226,126.896212,1,0,1,1,1,1,1,1,1,1,1,0,1,1,구로디지털단지역7분황금위치예쁜방
OR,4,40,23,20,37.480308,126.898642,1,0,0,1,1,1,1,1,1,1,0,0,1,1,구디역 2호선 도보8분 화이트톤 가성비 분리원룸
OR,9,40,90,15.13,37.48039,126.897292,1,0,0,1,1,1,1,1,1,1,1,0,1,1,보증금 협의 가능한 원룸
OR,B1,40,19.84,19.84,37.479635,126.892989,1,0,0,1,1,1,1,1,1,1,0,0,1,1,"G타워 도보 5분, 분리형 풀옵션 원룸, 가성비 최강"
OR,6,40,26,23.14,37.482362,126.900227,1,1,1,1,1,1,1,1,1,1,0,0,1,1,우드화이트톤 O 넓고 큰방 O 2호선 도보 5분 O 초역세권 O주차가능
OR,3,40,26,23.14,37.480599,126.898125,1,0,1,1,1,1,1,1,1,1,1,0,1,1,넓고 큰방 O 화이트톤 O주차가능 O편의점 30초 O 2호선 도보 8분
OPST,3,40,56,34.02,37.479575,126.896962,0,0,1,0,1,1,0,0,0,0,1,1,0,0,
OR,4,40,26,23.14,37.482362,126.900227,1,1,1,1,1,1,1,1,1,1,0,0,1,1,넓고 큰방 O구디역 도보 5분 O회사단지 도보 5분 O주차 가능
OR,6,40,19,16.52,37.481555,126.898231,1,0,0,0,0,1,0,0,0,0,0,0,1,0,
OR,5,34,105,15.87,37.480648,126.897996,1,0,1,1,1,1,1,1,1,1,1,0,1,1,"구로디지털단지역 근접,풀옵션,주차"
OR,5,40,23,20,37.482362,126.900227,1,1,0,1,1,1,1,1,1,1,0,0,1,1,2호선 구디역 도보5분 바로앞 편의점 분리형원룸
OR,5,40,19,19,37.48142,126.898819,1,0,1,1,1,1,1,1,1,1,0,0,1,1,화이트톤 구로디지털단지 큰방 가성비 분리원룸
DDDGG,B1,20,78,29.72,37.502759,126.852718,1,0,0,1,1,1,1,1,1,1,0,0,1,1,"채광 좋고, 즉시 입주 가능한 월세, 도배 장판 교체 완료"
DDDGG,B1,30,32,30,37.500438,126.850286,1,0,1,1,1,1,1,1,1,1,1,0,1,1,"｜방2 월세｜신혼부부 사는 깔끔한집, 즉시입주 가능"
DDDGG,1,35,65,33,37.503065,126.847696,1,0,0,1,1,1,1,1,1,1,0,0,1,1,위치좋은 중간층 방2칸월세방이고 깨끗하고 즉시입주
DDDGG,B1,15,50,24,37.504999,126.850178,1,0,1,1,1,1,1,1,1,1,0,0,1,1,깨끗하고 저렴하게 나온 월세방 즉시입주가능
OR,4,30,23,23,37.50313,126.846212,1,0,0,1,1,1,1,1,1,1,0,1,1,1,리모델링준신축 수준 첫입주 풀옵션 원룸. 난방비 관리비에 포함
DDDGG,1,20,63,20,37.503919,126.848694,1,0,0,1,1,1,1,1,1,1,0,0,1,1,깨끗하고 저렴하게 나온 방1칸월세방이고 입주협의
DDDGG,B1,20,77,19.81,37.505684,126.849887,1,0,0,1,1,1,1,1,1,1,1,0,1,1,"평1층, 세곡초 인근 월세방, 착한 가격의 매물"
DDDGG,2,30,83,22,37.504201,126.846044,1,0,0,1,1,1,1,1,1,1,0,1,1,1,에어컨 가스렌지 세탁기 냉장고 등 옵션있고 방이큼
DDDGG,B1,30,27,17,37.501214,126.850107,1,0,0,1,1,1,1,1,1,1,0,0,1,1,신축4년차O풀옵션 원룸O습하지 않아요O즉시입주O
DDDGG,2,25,57,28.51,37.505058,126.850976,1,0,1,1,1,1,1,1,1,1,0,0,1,1,"즉시 입주 가능한 투룸, 저렴한 월세, 근린공원 초근접"
DDDGG,B1,30,62,31.1,37.502714,126.853297,1,0,1,1,1,1,1,1,1,1,1,0,1,1,"즉시 입주 가능한 방2, 내부 도배장판 교체 완료"
DDDGG,1,40,65,35,37.505104,126.850015,1,0,0,1,1,1,1,1,1,1,0,0,1,1,일조권이좋고 100035 가능하고 협의입주가능
OR,3,40,28,28,37.494147,126.833014,1,0,1,1,1,1,1,1,1,1,1,0,1,1,"넓은평수의저렴한빌라,즉시입주가능,주변환경좋아요"
OPST,3,40,36,22.72,37.494584,126.856031,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"풀옵션,개봉역3분,4월 협의."
OPST,8,40,38,29.52,37.495004,126.889668,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"구로구청 인근, 업무용, 냉난방기 유"
OR,6,40,22,17,37.504039,126.891815,1,0,0,1,1,1,1,1,1,1,0,0,1,1,"엘리베이터 있음,신축급 원룸건물, 빠른입주 가 "
OR,1,36,22,17,37.50414,126.890819,1,0,0,1,1,1,1,1,1,1,0,0,1,1,신도림역 도보5분 깨끗해요. 
OR,4,40,26,19.83,37.504484,126.891803,1,1,0,1,1,1,1,1,1,1,0,0,1,1,신도림 리모델링 넓은방
OR,1,36,16,16,37.471812,126.940095,1,0,0,1,1,1,1,1,1,1,1,0,1,1,"00단기가능, 대로변 풀옵션 00"
OR,2,35,20,17,37.482979,126.933992,1,0,0,1,1,1,1,1,1,1,0,0,1,1,리모델링 깔끔 풀옵션원룸 남향 채광좋아요
OR,4,33,17,17,37.470104,126.93654,1,1,0,1,1,1,1,1,1,1,0,0,1,1,00화이트톤 공과금 올포함 대로변 00
OR,3,35,18.9,18,37.48615,126.936489,1,0,0,1,1,1,1,1,1,1,0,0,1,1,봉천역원룸 저렴하고 깔끔한 착한원룸
OR,7,40,25,18.13,37.485395,126.931919,1,1,0,1,1,1,1,1,1,1,1,0,1,1,신림역원룸 저보증금가능하고 가성비 착한원룸 소개드려요
OR,1,37,17.25,17,37.479568,126.931859,0,1,0,1,0,1,1,0,1,0,0,0,1,0,
OR,6,30,18,18,37.473384,126.938253,1,0,0,1,1,1,1,1,1,1,0,0,1,1,00마지막 1개 호실 남았어요 00
OR,6,24,16,16,37.472584,126.941117,1,0,0,1,1,1,1,1,1,1,1,0,1,1,00학생들 추천 화이트톤 풀옵션 00
OR,1,33,19,18.18,37.487736,126.925308,1,1,0,1,1,1,1,1,1,1,0,0,1,1,가성비 끝판왕 신림 입주가능일 즉시입주가능 역세권 
OR,2,25,15,15,37.472584,126.941117,1,0,0,1,1,1,1,1,1,1,1,0,1,1,00화이트톤 학생들 추천매물 00
OR,3,40,19,16.5,37.480194,126.931496,1,1,0,1,1,1,1,1,1,1,0,0,1,1,즉시입주 가능한 깔끔하고 가성비 최고 원룸이에요
OR,2,40,19,16.5,37.479736,126.93161,1,1,0,1,1,1,1,1,1,1,0,0,1,1,저렴하고 깔끔한 서원역 초역세권 큰 방이에요
OR,1,36,18,16.53,37.480978,126.941605,1,1,0,1,1,1,1,1,1,1,1,0,1,1,2호선 봉천역확인매물여성취향저격풀옵션
OR,1,35,27,23,37.485657,126.94775,1,0,1,1,1,1,1,1,1,1,0,0,1,1,"저보증금 가능, 가성비 월세, 즉시입주, 신축급, 채광굿"
OR,2,40,23,19.8,37.481615,126.93132,1,1,0,1,1,1,1,1,1,1,0,0,1,1,사진有  분리형  신축  큰방  2호선  신림선
OR,3,37,23,19.8,37.479843,126.943633,1,1,1,1,1,1,1,1,1,1,0,0,1,1,"봉천역 1번출구 도보 3분 역세권 깔끔한 원룸, 치안도 좋고 조용하고"
OR,2,35,26,19.8,37.469734,126.935686,1,1,0,1,1,1,1,1,1,1,1,0,1,1,초역세권 위치좋은 풀옵션 원룸
OR,3,35,19.9,19,37.483536,126.934766,1,0,0,1,1,1,1,1,1,1,1,0,1,1,신림역원룸 저렴하기로 최고 가성비갑원룸
OR,1,36,19,16.53,37.485365,126.93929,1,1,0,1,1,1,1,1,1,1,1,0,1,1,봉천역 화장실 깔끔한 신축 풀옵션 원룸 
OR,6,37,19.9,19,37.483536,126.934766,1,0,0,1,1,1,1,1,1,1,1,0,1,1,신림역원룸 저렴하기로 최고 가성비갑원룸
OR,2,39,18,18,37.472224,126.941069,1,0,0,1,1,1,1,1,1,1,1,0,1,1,00리모델링 첫입주 서두르세요 00
OR,3,39,21,21,37.472224,126.941069,1,0,0,1,1,1,1,1,1,1,0,0,1,1,00깔끔하고 넓직한 분리형 풀옵션 00
OR,5,31,15,15,37.470463,126.936604,1,1,0,1,1,1,1,1,1,1,0,0,1,1,00대로변 리모델링 풀옵션 00
OR,4,27,19.2,19,37.485961,126.931702,1,1,0,1,1,1,1,1,1,1,0,0,1,1,신림역원룸 저렴하고 가성비 좋은 착한원룸
OR,4,40,16.5,16,37.470054,126.935601,1,1,0,1,1,1,1,1,1,1,1,0,1,1,신림선 역세권 조용한 주택가 풀옵션
OR,5,35,23,19.8,37.48508,126.92733,1,1,1,1,1,1,1,1,1,1,0,0,1,1,신림역 6번출구 도보 2분 초역세권 보증금 조절 가능한 저렴한 원룸
OR,2,35,23,19.8,37.483205,126.938403,1,1,0,1,1,1,1,1,1,1,1,0,1,1,봉천역 도보6분 초역세권 화이트톤 가성비갑매물
OR,4,32,23,19.8,37.47233,126.939727,1,0,1,0,0,0,1,1,0,1,0,0,0,1,
OR,2,38,19,16.5,37.478749,126.930853,1,1,1,1,1,1,1,1,1,1,1,0,1,1,사진有  주차가능  초역세권  가성비최고  엘베
OR,1,35,19.9,19,37.485412,126.932721,1,1,0,1,1,1,1,1,1,1,0,0,1,1,애완동물가능 신림역원룸 저렴하기로 최고 가성비갑원룸
OR,3,40,18.18,18,37.488205,126.927237,1,1,0,1,1,1,1,1,1,1,1,0,1,1,신림역 초역세권 저렴 깔끔
OR,6,40,19.83,19,37.485836,126.933104,1,1,0,1,1,1,1,1,1,1,0,0,1,1,신림역 초역세권저렴깔끔한 원룸
OR,3,40,19.9,19,37.485947,126.933584,1,1,0,1,1,1,1,1,1,1,1,0,1,1,신림역원룸 저렴하기로 최고 가성비갑원룸
OR,2,30,19.2,19,37.485961,126.931702,1,1,0,1,1,1,1,1,1,1,0,0,1,1,신림역원룸 저렴하고 가성비 좋은 착한원룸
OR,5,40,17.25,17,37.479568,126.931859,0,1,0,1,1,0,0,1,0,0,1,0,0,1,
OPST,6,40,23,19.8,37.479931,126.942884,1,1,1,1,1,1,1,1,1,1,0,0,1,1,봉천역 도보8분 EV유 채광굿 깔끔한방 가성비최고
OR,4,36,18.18,18,37.484522,126.950045,1,0,1,1,1,1,1,1,1,1,1,0,1,1,서울대입구역원룸 저렴하고깔끔한 착한원룸 소개드려요
OR,2,30,16.5,16,37.484533,126.951307,1,0,1,1,1,1,1,1,1,1,0,0,1,1,서울대입구역원룸 저렴하고깔끔한 착한원룸 소개드려요
OR,2,35,23,19.8,37.483092,126.950698,1,1,0,1,1,1,1,1,1,1,0,0,1,1,서울대입구5분 풀옵션 주민센터근처 원룸
OR,2,38,19,16.5,37.479736,126.93161,1,1,0,1,1,1,1,1,1,1,1,0,1,1,저렴하고 깔끔한 서원역 초역세권 큰 방이에요
OR,1,32,23,19.8,37.481676,126.939054,1,1,0,1,1,1,1,1,1,1,0,0,1,1,봉천역5분 역세권 가성비원룸
OR,B1,37,23,19.8,37.481235,126.930519,1,1,0,1,1,1,1,1,1,1,0,0,1,1,신림역 도보6분 초역세권 가성비깔끔한방 채광굿
OR,2,37,23,19,37.475797,126.930957,1,0,1,1,1,1,1,1,1,1,0,0,1,1,"200,39,4신림역세권 쾌적한 풀옵션 원룸"
OR,2,40,19,16.5,37.480194,126.931496,1,1,0,1,1,1,1,1,1,1,1,0,1,1,즉시입주 가능한 깔끔하고 가성비 최고 원룸이에요
OR,3,37,19,16.5,37.484522,126.927977,1,1,0,1,1,1,1,1,1,1,0,0,1,1,즉시입주 가능한 정말 깔끔한 원룸입니다.
OR,1,40,23,19.8,37.480154,126.93941,1,1,0,1,1,1,1,1,1,1,0,0,1,1,봉천역 도보7분 초역세권 화이트톤 리모델링 여성분워너비매물
OR,4,40,23,19.8,37.472224,126.941069,1,0,1,1,1,1,1,1,1,1,0,0,1,1,대학동 EV유 조용한분위기 깔끔한 방 가성비갑
OR,2,35,23,19.8,37.479831,126.945483,1,1,0,1,1,1,1,1,1,1,1,0,1,1,봉천역 도보9분 채광굿 혼자살기 좋은 깔끔한 매물
OR,1,35,19,16.5,37.479033,126.9301,1,1,0,1,1,1,1,1,1,1,0,0,1,1,서원역 역세권 깔끔한 풀옵션 원룸입니다.
OR,2,38,19,16.5,37.478827,126.926898,1,0,0,1,1,1,1,1,1,1,1,0,1,1,가성비좋은 서원역 깔끔원룸입니다
OR,1,26,16,13.22,37.480978,126.941605,1,1,0,1,1,1,1,1,1,1,0,0,1,1,2호선 봉천역 떴다 내가찾던 초역세권 최고급소재
OR,2,40,20,17,37.482979,126.933992,1,0,0,1,1,1,1,1,1,1,0,0,1,1,리모델링 깔끔 풀옵션 분리형원룸
OR,2,29,19,16.5,37.47824,126.930766,1,1,0,1,1,1,1,1,1,1,0,0,1,1,즉시입주가능한 서원역 초역세권 원룸입니다.
OPST,4,40,19,16.5,37.484914,126.926653,1,1,0,1,1,1,1,1,1,1,0,0,1,1,신림역 부근 깔끔한 원룸입니다.
OR,1,25,23,19.8,37.486464,126.925821,1,0,0,1,1,1,1,1,1,1,1,0,1,1,신림역 5번출구 도보 5분거리 깔끔하고 저렴한 가성비 원룸
OR,B1,35,23,19.8,37.480978,126.941605,1,1,1,1,1,1,1,1,1,1,0,0,1,1,봉천역 2번출구 도보 2분 초 역세권 깔끔한 화이트톤 원룸
OR,2,35,23.14,23.14,37.484941,126.952517,1,0,0,1,1,1,1,1,1,1,0,0,1,1,서울대입구역. 가성비 굿 풀옵션 원룸.
DDDGG,5,40,21,18.18,37.479931,126.942884,1,1,1,1,1,1,1,1,1,1,0,0,1,1,전입OK 초초역세권 오픈형 오피스텔 가격 실화 실매물
OR,5,40,26,19.83,37.485836,126.933104,1,1,0,1,1,1,1,1,1,1,0,0,1,1,사진有 역세권 저렴한 원룸
OR,3,31,19.8,19,37.469897,126.942209,1,0,1,1,1,1,1,1,1,1,0,0,1,1,신림선 초역세권 셔틀 가까운 깔끔한 원룸
OR,4,40,23,19.8,37.484684,126.937958,1,1,1,1,1,1,1,1,1,1,1,0,1,1,봉천역 4번출구 도보 5분거리 역세권 관리비없는 초가성비 깔끔한 원룸
OR,B1,30,26,19.83,37.486953,126.923925,1,0,1,1,1,1,1,1,1,1,0,0,1,1,사진有 도림천 인근 저렴한 반지하 원룸
OR,B1,40,23,20,37.480884,126.923928,1,0,0,1,1,1,1,1,1,1,1,0,1,1,화이트톤 깔끔 풀옵션 분리형원룸 수납공간 많아요
OR,2,30,23,19.8,37.471518,126.939225,1,0,0,1,1,1,1,1,1,1,1,0,1,1,풀옵션 가성비 깔끔한원룸
OR,3,30,23,19.8,37.469562,126.939408,1,0,0,1,1,1,1,1,1,1,1,0,1,1,대학동 역세권 깔끔한원룸
OR,2,40,23.1,23,37.472702,126.936261,1,1,0,1,1,1,1,1,1,1,1,0,1,1,도보5분 큰길가 역세권 채광좋은원룸
OR,2,30,19,16.5,37.472013,126.935388,1,1,0,1,1,1,1,1,1,1,1,0,1,1,지하철 도보3분 초역세권 원룸입니다.
OR,2,40,23.1,23,37.4696,126.935657,1,1,0,1,1,1,1,1,1,1,1,0,1,1,모든공과금포함 학원큰길가 역세권 매물입니다.
OR,5,30,23.1,23,37.471585,126.940165,1,0,1,1,1,1,1,1,1,1,1,0,1,1,엘베有 풀옵션 깔끔한 채광좋은원룸
OR,3,30,23.1,23,37.471585,126.940165,1,0,1,1,1,1,1,1,1,1,1,0,1,1,풀옵션 큰평수 학원인접 가성비원룸
OR,4,40,23.1,23,37.470125,126.940622,1,0,0,1,1,1,1,1,1,1,1,0,1,1,셔틀버스근처. 및 학원인접한 가성비원룸
OR,3,40,23.1,23,37.46962,126.935506,1,1,0,1,1,1,1,1,1,1,1,0,1,1,엘베有 풀옵션 대학동 역세권 매물
OR,2,40,23.1,23,37.472093,126.935268,1,1,0,1,1,1,1,1,1,1,1,0,1,1,채광좋은 초역세권 풀옵션 분리형 원룸
OR,2,35,19,17,37.482383,126.937475,1,1,0,1,1,1,1,1,1,1,1,0,1,1,리모델링 깔끔한 풀옵션원룸 남향 채광굿 깨끗해요
OR,B1,28,23,20,37.48257,126.934852,1,0,1,1,1,1,1,1,1,1,0,0,1,1,저렴하고 깔끔해요 풀옵션원룸 숲세권
OR,B1,32,18,18,37.481676,126.939054,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"봉천역 도보3분, 신축급, 이사비지원"
VL,1,40,50,38.16,37.488118,126.95383,1,0,0,1,1,1,1,1,1,1,0,0,1,1,서울대입구 도보 다세대개별등기 부분임대 풀옵션 큰방
OR,3,40,21,21,37.486225,126.952041,1,0,0,1,1,1,1,1,1,1,1,0,1,1,서울대입구역 풀옵션 가성비 좋은방
OR,1,40,19,18.18,37.484471,126.944829,1,1,0,1,1,1,1,1,1,1,1,0,1,1,"저렴하고 넓은 방, 봉천역 역세권 매물, 즉시입주가능, 꾸미고 싶은 방"
OR,2,40,6,6,37.485519,126.927953,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"신림역도보3분 신축분리형 치안,채광좋은 깔끔한방추천best"
OR,B1,40,24.79,24.79,37.486029,126.953213,1,0,0,1,1,1,1,1,1,1,1,0,1,1,역세권 깔끔하고 넓은평수 깨끗하고 풀옵션 원룸 
OR,2,37,23,16.5,37.484645,126.945811,1,0,0,1,1,1,1,1,1,1,0,0,1,1,채광굿 보증금조정가능 분리형 풀옵션  즉시입주가능  남향
OR,5,40,23,19.8,37.485927,126.936661,1,0,1,1,1,1,1,1,1,1,0,0,1,1,봉천역도보권 엘베O 가성비최고 채광좋은 깔끔한 원룸
OR,2,27,19.83,19.83,37.47925,126.953995,1,1,0,1,1,1,1,1,1,1,0,0,1,1,서울대입구 초역세초저렴월세방 놓치면후회 
OR,1,32,19,16.5,37.478502,126.949527,1,0,0,1,1,1,1,1,1,1,0,0,1,1,설입 4번출구 대로변 1.5층 가성비 킹
OR,1,29,19,16.5,37.477959,126.949835,1,0,1,1,1,1,1,1,1,1,0,0,1,1,"서울대입근 인근, 풀옵션, 화이트톤"
OR,1,30,19,16.5,37.477792,126.949741,1,0,1,1,1,1,1,1,1,1,0,0,1,1,"서울대입근 인근, 풀옵션, 신축"
OR,4,30,29,23.14,37.484522,126.927977,1,1,0,1,1,1,1,1,1,1,1,0,1,1,공과금 올포함신림역이 금액 실화야
OR,4,30,26,19.83,37.484522,126.927977,1,1,0,1,1,1,1,1,1,1,1,0,1,1,신림역초역세권여성취향저격당일입주가능
OR,4,35,21.4,21,37.47823,126.95317,1,1,0,1,1,1,1,1,1,1,1,0,1,1,서울대생Pick 가성비최고 풀옵션 전세도가능 셔틀버스바로앞
OR,1,30,36,29.75,37.48096,126.932127,1,0,0,1,1,1,0,1,1,0,1,1,0,0,
OR,1,25,23,19.83,37.48374,126.931192,1,1,0,1,1,1,1,1,1,1,0,0,1,1,신림역1분침대가포함이라고
OR,1,30,19.83,19.83,37.476807,126.956924,1,0,0,1,1,1,1,1,1,1,0,0,1,1, 초역세 넓은방 가성비초비 특가 3
OR,B1,32,19,16.5,37.475347,126.95486,1,0,1,1,1,1,1,1,1,1,1,0,1,1,서울대입구와 샤로수길 인근 가성비 좋은 원룸
OR,4,40,19,16.5,37.484744,126.952908,1,1,0,1,1,1,1,1,1,1,0,0,1,1,"조용한 주택가, 가성비 좋은 서울대입구 원"
